1,11624,11624
2,11620,11620
3,11622,11622
11,564,564
12,556,556
13,582,582
14,3064,3063.95
15,3050,3050
16,3052,3052
22,13359,13359
23,13344,13344
24,13337,13337
32,1410,1410
33,1382,1382
34,1384,1384
35,7686,7685.9
36,7679,7676.3
37,7690,7689.65
43,6660,6660
44,6650,6650
45,6654,6654
48,6000,6000
49,6000,6000
50,5880,5880
