1,9901.2,27.931344400153748,9929.0
2,9905.2,18.540765895722863,9933.0
3,9916.6,20.075856146127368,9956.0
4,9899.8,27.23527124887872,9933.0
5,9922.4,43.38939962709786,9975.0
6,405.4,21.57405849625888,424.0
7,266.2,18.301912468373352,301.0
8,219.4,31.639216172339037,267.0
9,307.4,27.789206537790893,352.0
10,263.0,30.006665926090488,305.0
11,114.8,11.702991070662236,130.0
12,93.6,7.735631842325486,104.0
13,101.2,8.818163074019441,116.0
14,2497.4,10.011992808627062,2513.0
15,2478.2,19.84338680769994,2499.0
16,2475.6,9.562426470305537,2488.0
17,2480.8,9.019977827023745,2494.0
18,203.2,11.303096920755832,223.0
19,95.8,13.948476619330155,112.0
20,145.6,25.881267356912797,184.0
21,130.2,24.326117651610584,174.0
22,10311.6,21.247117451550928,10346.0
23,10335.2,25.607811308270765,10378.0
24,10328.2,36.42197139090634,10382.0
25,10302.6,24.08817137102773,10347.0
26,10310.4,23.703164345715532,10342.0
27,315.0,29.953296980466106,360.0
28,289.2,18.680471086136986,321.0
29,362.4,45.389866710533525,417.0
30,402.4,26.08141100477503,426.0
31,308.0,48.44791017164724,383.0
32,178.4,7.525955088890711,184.0
33,140.0,13.914021704740868,156.0
34,122.8,6.4,134.0
35,6132.0,16.946976131451887,6152.0
36,6119.8,25.84879107424562,6148.0
37,6145.2,21.282856951076845,6178.0
38,6132.4,14.472042012100435,6147.0
39,300.4,20.905501668221216,336.0
40,230.4,41.50469852920269,286.0
41,258.4,31.212817879839047,309.0
42,320.0,32.875522809531105,361.0
43,5221.0,20.33715811021786,5256.0
44,5246.4,6.118823416311343,5254.0
45,5242.0,10.276186062932103,5255.0
46,5246.8,27.41824210265859,5294.0
47,5231.8,27.051062825700583,5272.0
48,3173.2,10.476640682967036,3192.0
49,3194.0,15.388307249337076,3214.0
50,3170.4,18.863721796082555,3200.0
51,3120.4,8.452218643646177,3133.0
52,3136.4,11.534296684236972,3152.0
53,3126.0,16.816658407662327,3149.0
54,3120.8,17.656726763474595,3149.0
